"from","to","total_amount","day","month","year"
bittrex,james-show,1851.8600,21,9,2016
bittrex,paco-steem,12.9400,21,9,2016
bittrex,ramta,299.9900,21,9,2016
bittrex,smooth-c,4900.0000,21,9,2016
bkkshadow,bittrex,20.0000,21,9,2016
bravenewcoin,poloniex,112.6880,21,9,2016
cryptochannel,poloniex,10.7900,21,9,2016
curie,bittrex,700.0000,21,9,2016
delphia16,poloniex,27.0000,21,9,2016
dwinblood,bittrex,14.5500,21,9,2016
enki,bittrex,2000.0000,21,9,2016
funnyman,poloniex,21.8620,21,9,2016
jamielefay,poloniex,178.1510,21,9,2016
jza,bittrex,8.0000,21,9,2016
katecloud,blocktrades,1003.3340,21,9,2016
michaeldodridge,bittrex,0.5380,21,9,2016
olgarus,bittrex,68.4740,21,9,2016
orcish,poloniex,22.0000,21,9,2016
paco-steem,bittrex,20.9890,21,9,2016
poloniex,alwayzgame,37.7410,21,9,2016
poloniex,biophil,184.0860,21,9,2016
poloniex,steemgrindr,2.4870,21,9,2016
poloniex,vi1son,237.6260,21,9,2016
poloniex,vip,1238.9700,21,9,2016
poloniex,weibochina,313.4900,21,9,2016
psych101,poloniex,15.3610,21,9,2016
senseiteekay,poloniex,1.8560,21,9,2016
warrensteem,bittrex,85.5650,21,9,2016
artur1208,bittrex,0.0600,22,9,2016
bittrex,chitty,400.6500,22,9,2016
bittrex,kurtbeil,100.0000,22,9,2016
bittrex,steemawards,1.0000,22,9,2016
bittrex,thecryptofiend,247.3700,22,9,2016
bittrex,zentat,34.7100,22,9,2016
gustavopasquini,poloniex,14.8910,22,9,2016
hartleigh,poloniex,30.3490,22,9,2016
kafkanarchy84,blocktrades,97.0000,22,9,2016
karsmaxanes,bittrex,5.6000,22,9,2016
lscottphotos,poloniex,46.9390,22,9,2016
on0tole,poloniex,195.0000,22,9,2016
poloniex,on0tole,351.8190,22,9,2016
poloniex,wingz,149.7650,22,9,2016
riverhead,bittrex,3348.3480,22,9,2016
salamanca1987ar,poloniex,6.1660,22,9,2016
scalextrix,bittrex,1.0190,22,9,2016
tanyabtc,changelly,56.3540,22,9,2016
anasz,blocktrades,23.0000,22,9,2016
anwenbaumeister,bittrex,1500.0000,22,9,2016
bittrex,hitbtc-exchange,14.5300,22,9,2016
bittrex,poloniex,92.6600,22,9,2016
bittrex,steemint,1.0000,22,9,2016
bittrex,steemitawards,1.0000,22,9,2016
bittrex,thesteemitawards,1.0000,22,9,2016
blinova,bittrex,44.5780,22,9,2016
bola,bittrex,30.0000,22,9,2016
geddart,poloniex,40.0000,22,9,2016
kryptik,poloniex,60.8910,22,9,2016
marcele,poloniex,12.0000,22,9,2016
mihaiart,bittrex,130.1620,22,9,2016
mynameisbrian,poloniex,66.5890,22,9,2016
ninkhisibir,bittrex,18.0000,22,9,2016
nubchai,poloniex,30.4850,22,9,2016
ocrdu,poloniex,46.0000,22,9,2016
poloniex,bittrex,103.8000,22,9,2016
poloniex,goldenunicorn,149.9900,22,9,2016
poloniex,james-show,2188.0560,22,9,2016
poloniex,paws1t1veev,665.1630,22,9,2016
poloniex,steemvideos,7.0000,22,9,2016
poloniex,vip,779.9700,22,9,2016
poloniex,weibochina,434.9720,22,9,2016
royalmacro,poloniex,144.6140,22,9,2016
saywhat-lenny,poloniex,50.9630,22,9,2016
siniceku,changelly,4.5000,22,9,2016
steemreporter,bittrex,8.8760,22,9,2016
stellabelle,bittrex,190.0000,22,9,2016
tarekadam,poloniex,100.0000,22,9,2016
yanik,bittrex,32.9110,22,9,2016
aaronkoenig,blocktrades,32.5350,22,9,2016
achim86,bittrex,80.0000,22,9,2016
aksinya,poloniex,150.0000,22,9,2016
alexbeyman,blocktrades,228.9840,22,9,2016
betamusic,bittrex,2.2100,22,9,2016
bittrex,james-show,169.9900,22,9,2016
bittrex,paco-steem,50.5400,22,9,2016
bittrex,sigmajin,99.9900,22,9,2016
bittrex,thesteemawards,1.0000,22,9,2016
blocktrades,alexbeyman,110.7630,22,9,2016
blocktrades,steemfest,144.0000,22,9,2016
daxon,changelly,29.9490,22,9,2016
flightoffancy,poloniex,25.4060,22,9,2016
jhermanbeans,poloniex,124.9750,22,9,2016
juanmiguelsalas,bittrex,49.8010,22,9,2016
klye,poloniex,6.0000,22,9,2016
lanimal,poloniex,170.8390,22,9,2016
martin-stuessy,poloniex,10.6110,22,9,2016
mrwang,blocktrades,33.0160,22,9,2016
paco-steem,bittrex,53.7080,22,9,2016
poloniex,acidpanda,4.9900,22,9,2016
poloniex,justin,86.9690,22,9,2016
poloniex,ottodv,68.3760,22,9,2016
poloniex,shutkin70,466.8900,22,9,2016
poloniex,steemimg,685.9800,22,9,2016
senderos,poloniex,329.7490,22,9,2016
siniceku,poloniex,18.0000,22,9,2016
steve-walschot,poloniex,101.4370,22,9,2016
streetstyle,poloniex,15.0000,22,9,2016
sujoy1990,bittrex,1.1750,22,9,2016
thestoryteller,poloniex,55.9020,22,9,2016
twinkletard,poloniex,1.0180,22,9,2016
vitamint,poloniex,143.0870,22,9,2016
acidyo,poloniex,60.0000,22,9,2016
alexgr,bittrex,39.2830,22,9,2016
arnob,bittrex,1.4470,22,9,2016
augur,poloniex,2.0390,22,9,2016
blocktrades,danea,144.0000,22,9,2016
bloggersclub,poloniex,535.0000,22,9,2016
clint01,bittrex,149.9940,22,9,2016
coindup,blocktrades,11.0000,22,9,2016
crowne,blocktrades,26.0170,22,9,2016
darkallio,poloniex,56.0480,22,9,2016
dwinblood,poloniex,3.4580,22,9,2016
firepower,poloniex,0.0240,22,9,2016
future24,poloniex,11.1370,22,9,2016
meredithpetran,poloniex,48.3910,22,9,2016
mxu111,blocktrades,1.7530,22,9,2016
nadira,bittrex,1.1530,22,9,2016
poloniex,arslan7544,532.6460,22,9,2016
poloniex,steemimage,678.4800,22,9,2016
stackcats,poloniex,2.3760,22,9,2016
thisisbenbrick,bittrex,429.7250,22,9,2016
bittrex,paco-steem,15.9800,23,9,2016
bittrex,shapeshiftdev,8.0000,23,9,2016
calmavida,bittrex,100.7480,23,9,2016
edrivegom,changelly,6.5000,23,9,2016
eneismijmich,poloniex,311.8750,23,9,2016
hisnameisolllie,poloniex,371.1950,23,9,2016
hitbtc-payout,stephen-somers,0.9900,23,9,2016
james-show,bittrex,6245.1310,23,9,2016
jsantana,poloniex,23.6580,23,9,2016
jtstreetman,blocktrades,46.1210,23,9,2016
larkenrose,poloniex,36.9710,23,9,2016
minion,blocktrades,26.8200,23,9,2016
paco-steem,bittrex,58.1410,23,9,2016
panther,poloniex,82.0000,23,9,2016
poloniex,adiel,120.2900,23,9,2016
poloniex,bittrex,3097.9510,23,9,2016
poloniex,james-show,534.1870,23,9,2016
rossulbricht,poloniex,488.7000,23,9,2016
simba,bittrex,39.5410,23,9,2016
someguy123,poloniex,1000.0000,23,9,2016
steemvest17,bittrex,6.3000,23,9,2016
tagira,bittrex,71.3170,23,9,2016
witchcraftblog,poloniex,10.0000,23,9,2016
agapakos,bittrex,32.7410,23,9,2016
bittrex,smooth-c,21900.0000,23,9,2016
blackjincrypto,bittrex,0.6950,23,9,2016
calaber24p,poloniex,120.1750,23,9,2016
chaospoet,poloniex,7.9250,23,9,2016
diana.catherine,poloniex,120.0000,23,9,2016
dudu-hoffman,poloniex,6.6770,23,9,2016
egjoshslim,blocktrades,13.6000,23,9,2016
febird,poloniex,6.5150,23,9,2016
funnyman,poloniex,23.6670,23,9,2016
igl00,bittrex,28.0000,23,9,2016
jamielefay,poloniex,51.4000,23,9,2016
kurtrohlandt,poloniex,50.0000,23,9,2016
njall,bittrex,103.6030,23,9,2016
pjheinz,bittrex,60.4100,23,9,2016
poloniex,artist1989,25.4000,23,9,2016
skyefox,poloniex,57.6170,23,9,2016
steemcultures,bittrex,13.0000,23,9,2016
timcliff,poloniex,26.1000,23,9,2016
acidsun,bittrex,57.3440,23,9,2016
atkins,bittrex,1.0390,23,9,2016
canadian-coconut,changelly,76.7380,23,9,2016
changelly,poloniex,148.7850,23,9,2016
charlieshrem,poloniex,550.9420,23,9,2016
daycrypter,poloniex,2.7840,23,9,2016
dwinblood,poloniex,8.0500,23,9,2016
enki,bittrex,4000.0000,23,9,2016
firepower,poloniex,25.0000,23,9,2016
healthyrecipes,bittrex,53.7320,23,9,2016
juvyjabian,bittrex,754.0000,23,9,2016
jza,bittrex,5.0000,23,9,2016
macksby,blocktrades,198.0000,23,9,2016
marialin,blocktrades,7.8790,23,9,2016
martin-stuessy,poloniex,6.5910,23,9,2016
modernbukowski,poloniex,5.0000,23,9,2016
nekromarinist,poloniex,40.0000,23,9,2016
oaldamster,blocktrades,33.3070,23,9,2016
patimaker,bittrex,21.4000,23,9,2016
poloniex,eight02,668.9900,23,9,2016
poloniex,enki,7999.9900,23,9,2016
ragini00,bittrex,1.0090,23,9,2016
ronald0,bittrex,1.0260,23,9,2016
sadochismo,bittrex,301.3930,23,9,2016
stealthtrader,blocktrades,3.0000,23,9,2016
steampty,bittrex,1.0010,23,9,2016
anmuravjev,bittrex,60.2940,23,9,2016
asmolokalo,poloniex,1000.0000,23,9,2016
avtzis.petros,poloniex,71.2890,23,9,2016
awesomenyl,poloniex,8.2610,23,9,2016
clayboyn,bittrex,2.7950,23,9,2016
elenirossidou,bittrex,9.2660,23,9,2016
essra,poloniex,0.2150,23,9,2016
hustle-no-more,poloniex,40.0000,23,9,2016
ioulia,bittrex,9.7250,23,9,2016
jerremie,bittrex,1.0510,23,9,2016
konstantin,poloniex,53.0140,23,9,2016
lasvegasgirl,bittrex,141.3850,23,9,2016
ozmaster,poloniex,200.0000,23,9,2016
poloniex,cardiff,664.9900,23,9,2016
poloniex,eight01,234.9900,23,9,2016
ranko-k,bittrex,7.3400,23,9,2016
rxhector,openledger,16.1280,23,9,2016
shawn-brewer,bittrex,13.0460,23,9,2016
suphakrit2012,blocktrades,5.4000,23,9,2016
vannour,bittrex,7.0000,23,9,2016
winstonwolfe,blocktrades,90.9740,23,9,2016
alwayzgame,poloniex,126.3270,24,9,2016
atkins,bittrex,0.2200,24,9,2016
bittrex,paco-steem,129.5500,24,9,2016
bkkshadow,bittrex,17.8780,24,9,2016
daxon,changelly,22.1330,24,9,2016
deviedev,bittrex,104.0320,24,9,2016
ericvancewalton,poloniex,1000.0000,24,9,2016
gdsprgdd,poloniex,6.6300,24,9,2016
james-show,bittrex,534.5070,24,9,2016
knozaki2015,poloniex,408.1510,24,9,2016
lily-da-vine,poloniex,34.1530,24,9,2016
martin-stuessy,poloniex,6.8540,24,9,2016
nadira,bittrex,0.2940,24,9,2016
paco-steem,bittrex,63.3430,24,9,2016
poloniex,kibela,10.9900,24,9,2016
poloniex,steemjesus,11.9600,24,9,2016
ronald0,bittrex,0.2690,24,9,2016
steem-it,bittrex,0.9100,24,9,2016
steemmeets,bittrex,1.0000,24,9,2016
sujoy1990,bittrex,0.2610,24,9,2016
tsugimoto,bittrex,700.0000,24,9,2016
alexgr,bittrex,2.5290,24,9,2016
anonymint,poloniex,32.5710,24,9,2016
armen,bittrex,35.5210,24,9,2016
arnob,bittrex,0.2040,24,9,2016
avecsans,bittrex,147.0880,24,9,2016
bitfilm,blocktrades,4449.1260,24,9,2016
calaber24p,poloniex,237.7370,24,9,2016
chhayll,poloniex,221.0000,24,9,2016
christoph3,poloniex,175.0000,24,9,2016
contentjunkie,poloniex,11.4640,24,9,2016
dmitriybtc,changelly,5.8810,24,9,2016
ganjagirls,blocktrades,26.2020,24,9,2016
jerremie,bittrex,0.2020,24,9,2016
juanmiguelsalas,bittrex,19.5280,24,9,2016
krishtopa,bittrex,166.6390,24,9,2016
nastik,bittrex,30.1480,24,9,2016
nin0000,poloniex,0.0980,24,9,2016
poloniex,acfun,1184.9800,24,9,2016
poloniex,adiel,124.0900,24,9,2016
poloniex,vi1son,630.8980,24,9,2016
puffin,poloniex,100.1030,24,9,2016
rosamund,bittrex,1.2690,24,9,2016
serejandmyself,bittrex,3945.0000,24,9,2016
simba,bittrex,24.2550,24,9,2016
stephmckenzie,blocktrades,25.5100,24,9,2016
yoonjang0707,bittrex,50.3840,24,9,2016
acidyo,poloniex,40.5000,24,9,2016
artists,bittrex,1.0060,24,9,2016
bittrex,crowdfundvibe,9.9900,24,9,2016
bittrex,poloniex,21.2000,24,9,2016
charlieshrem,poloniex,248.0410,24,9,2016
condra,blocktrades,80.0000,24,9,2016
diego24,poloniex,0.0340,24,9,2016
dwinblood,poloniex,3.3850,24,9,2016
jesta,bittrex,601.0000,24,9,2016
kurtbeil,bittrex,50.0610,24,9,2016
leylar,poloniex,14.2090,24,9,2016
merej99,poloniex,40.3970,24,9,2016
mynameisbrian,poloniex,26.2290,24,9,2016
poeticsnake,bittrex,249.0000,24,9,2016
poloniex,bittrex,34.9970,24,9,2016
poloniex,kush,2200.0000,24,9,2016
poloniex,paws1t1veev,1244.1340,24,9,2016
ragini00,bittrex,0.2470,24,9,2016
steampty,bittrex,0.2570,24,9,2016
steemfest,poloniex,2500.0000,24,9,2016
steem-hunter,bittrex,0.8680,24,9,2016
tintin,bittrex,0.7630,24,9,2016
xoxo,bittrex,0.9450,24,9,2016
